PATHWAY	NAME
R-MMU-977444	GABA B receptor activation
R-MMU-977443	GABA receptor activation
R-MMU-888568	GABA synthesis
R-MMU-888590	GABA synthesis, release, reuptake and degradation
R-MMU-6787639	GDP-fucose biosynthesis
R-MMU-5610785	GLI3 is processed to GLI3R by the proteasome
R-MMU-430116	GP1b-IX-V activation signalling
R-MMU-388396	GPCR downstream signalling
R-MMU-500792	GPCR ligand binding
R-MMU-114604	GPVI-mediated activation cascade
R-MMU-179812	GRB2 events in EGFR signaling
R-MMU-1963640	GRB2 events in ERBB2 signaling
R-MMU-354194	GRB2:SOS provides linkage to MAPK signaling for Integrins 
R-MMU-1306955	GRB7 events in ERBB2 signaling
R-MMU-72706	GTP hydrolysis and joining of the 60S ribosomal subunit
R-MMU-70370	Galactose catabolism
R-MMU-163841	Gamma carboxylation, hypusine formation and arylsulfatase activation
R-MMU-159740	Gamma-carboxylation of protein precursors
R-MMU-159854	Gamma-carboxylation, transport, and amino-terminal cleavage of proteins
R-MMU-190861	Gap junction assembly
R-MMU-190873	Gap junction degradation
R-MMU-190828	Gap junction trafficking
R-MMU-157858	Gap junction trafficking and regulation
R-MMU-5696397	Gap-filling DNA repair synthesis and ligation in GG-NER
R-MMU-6782210	Gap-filling DNA repair synthesis and ligation in TC-NER
R-MMU-881907	Gastrin-CREB signalling pathway via PKC and MAPK
R-MMU-211000	Gene Silencing by RNA
R-MMU-74160	Gene expression (Transcription)
R-MMU-202433	Generation of second messenger molecules
R-MMU-212436	Generic Transcription Pathway
R-MMU-5696399	Global Genome Nucleotide Excision Repair (GG-NER)
R-MMU-163359	Glucagon signaling in metabolic regulation
R-MMU-381676	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion
R-MMU-420092	Glucagon-type ligand receptors
R-MMU-194002	Glucocorticoid biosynthesis
R-MMU-70263	Gluconeogenesis
R-MMU-70326	Glucose metabolism
R-MMU-156588	Glucuronidation
R-MMU-210500	Glutamate Neurotransmitter Release Cycle
R-MMU-8964539	Glutamate and glutamine metabolism
R-MMU-399721	Glutamate binding, activation of AMPA receptors and synaptic plasticity
R-MMU-156590	Glutathione conjugation
R-MMU-174403	Glutathione synthesis and recycling
R-MMU-1483206	Glycerophospholipid biosynthesis
R-MMU-6814848	Glycerophospholipid catabolism
R-MMU-6783984	Glycine degradation
R-MMU-70221	Glycogen breakdown (glycogenolysis)
R-MMU-8982491	Glycogen metabolism
R-MMU-3322077	Glycogen synthesis
R-MMU-70171	Glycolysis
R-MMU-209822	Glycoprotein hormones
R-MMU-1630316	Glycosaminoglycan metabolism
R-MMU-1660662	Glycosphingolipid metabolism
R-MMU-389661	Glyoxylate metabolism and glycine degradation
R-MMU-432722	Golgi Associated Vesicle Biogenesis
R-MMU-162658	Golgi Cisternae Pericentriolar Stack Reorganization
R-MMU-8856688	Golgi-to-ER retrograde transport
R-MMU-982772	Growth hormone receptor signaling
R-MMU-3214847	HATs acetylate histones
R-MMU-1296061	HCN channels
R-MMU-8963896	HDL assembly
R-MMU-8964011	HDL clearance
R-MMU-8964058	HDL remodeling
R-MMU-3214842	HDMs demethylate histones
R-MMU-5685942	HDR through Homologous Recombination (HRR)
R-MMU-5693567	HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)
R-MMU-5685939	HDR through MMEJ (alt-NHEJ)
R-MMU-5685938	HDR through Single Strand Annealing (SSA)
R-MMU-2022928	HS-GAG biosynthesis
R-MMU-2024096	HS-GAG degradation
R-MMU-3371511	HSF1 activation
R-MMU-3371571	HSF1-dependent transactivation
R-MMU-3371497	HSP90 chaperone cycle for steroid hormone receptors (SHR)
R-MMU-5610787	Hedgehog 'off' state
R-MMU-5632684	Hedgehog 'on' state
R-MMU-5358346	Hedgehog ligand biogenesis
R-MMU-189451	Heme biosynthesis
R-MMU-189483	Heme degradation
R-MMU-109582	Hemostasis
R-MMU-1638091	Heparan sulfate/heparin (HS-GAG) metabolism
R-MMU-629597	Highly calcium permeable nicotinic acetylcholine receptors
R-MMU-629594	Highly calcium permeable postsynaptic nicotinic acetylcholine receptors
R-MMU-629587	Highly sodium permeable acetylcholine nicotinic receptors
R-MMU-390650	Histamine receptors
R-MMU-70921	Histidine catabolism
R-MMU-5693579	Homologous DNA Pairing and Strand Exchange
R-MMU-5693538	Homology Directed Repair
R-MMU-375281	Hormone ligand-binding receptors
R-MMU-450520	HuR (ELAVL1) binds and stabilizes mRNA
R-MMU-2142850	Hyaluronan biosynthesis and export
R-MMU-2142845	Hyaluronan metabolism
R-MMU-2160916	Hyaluronan uptake and degradation
R-MMU-1483115	Hydrolysis of LPC
R-MMU-1483152	Hydrolysis of LPE
R-MMU-3296197	Hydroxycarboxylic acid-binding receptors
R-MMU-204626	Hypusine synthesis from eIF5A-lysine
R-MMU-2428924	IGF1R signaling cascade
R-MMU-937041	IKK complex recruitment mediated by RIP1
R-MMU-6788467	IL-6-type cytokine receptor ligand interactions
R-MMU-937039	IRAK1 recruits IKK complex
R-MMU-975144	IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation
R-MMU-937042	IRAK2 mediated activation of TAK1 complex
R-MMU-975163	IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation
R-MMU-381070	IRE1alpha activates chaperones
R-MMU-1606341	IRF3 mediated activation of type 1 IFN
R-MMU-3270619	IRF3-mediated induction of type I IFN
R-MMU-74713	IRS activation
R-MMU-112399	IRS-mediated signalling
R-MMU-2428928	IRS-related events triggered by IGF1R
R-MMU-1169408	ISG15 antiviral mechanism
R-MMU-168256	Immune System
R-MMU-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
R-MMU-141430	Inactivation of APC/C via direct inhibition of the APC/C complex
R-MMU-2514859	Inactivation, recovery and regulation of the phototransduction cascade
R-MMU-400508	Incretin synthesis, secretion, and inactivation
R-MMU-622312	Inflammasomes
R-MMU-997272	Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits
R-MMU-165181	Inhibition of TSC complex formation by PKB
R-MMU-113501	Inhibition of replication initiation of damaged DNA by RB1/E2F1
R-MMU-141405	Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components
R-MMU-166663	Initial triggering of complement
R-MMU-2995383	Initiation of Nuclear Envelope Reformation
R-MMU-168249	Innate Immune System
R-MMU-1483249	Inositol phosphate metabolism
R-MMU-429593	Inositol transporters
R-MMU-9609523	Insertion of tail-anchored proteins into the endoplasmic reticulum membrane
R-MMU-163754	Insulin effects increased synthesis of Xylulose-5-Phosphate
R-MMU-264876	Insulin processing
R-MMU-77387	Insulin receptor recycling
R-MMU-74751	Insulin receptor signalling cascade
R-MMU-163685	Integration of energy metabolism
R-MMU-216083	Integrin cell surface interactions
R-MMU-354192	Integrin signaling
R-MMU-2534343	Interaction With Cumulus Cells And The Zona Pellucida
R-MMU-445095	Interaction between L1 and Ankyrins
R-MMU-8854521	Interaction between PHLDA1 and AURKA
R-MMU-880009	Interconversion of 2-oxoglutarate and 2-hydroxyglutarate
R-MMU-499943	Interconversion of nucleotide di- and triphosphates
R-MMU-351200	Interconversion of polyamines
R-MMU-913531	Interferon Signaling
R-MMU-909733	Interferon alpha/beta signaling
R-MMU-877300	Interferon gamma signaling
R-MMU-912526	Interleukin receptor SHC signaling
R-MMU-446652	Interleukin-1 family signaling
R-MMU-448706	Interleukin-1 processing
R-MMU-9020702	Interleukin-1 signaling
R-MMU-6783783	Interleukin-10 signaling
R-MMU-447115	Interleukin-12 family signaling
R-MMU-9020591	Interleukin-12 signaling
R-MMU-8983432	Interleukin-15 signaling
R-MMU-448424	Interleukin-17 signaling
R-MMU-451927	Interleukin-2 family signaling
R-MMU-9020558	Interleukin-2 signaling
R-MMU-8854691	Interleukin-20 family signaling
R-MMU-9020958	Interleukin-21 signaling
R-MMU-9020933	Interleukin-23 signaling
R-MMU-9020956	Interleukin-27 signaling
R-MMU-512988	Interleukin-3, Interleukin-5 and GM-CSF signaling
R-MMU-9014843	Interleukin-33 signaling
R-MMU-8984722	Interleukin-35 Signalling
R-MMU-9014826	Interleukin-36 pathway
R-MMU-9008059	Interleukin-37 signaling
R-MMU-9007892	Interleukin-38 signaling
R-MMU-6785807	Interleukin-4 and Interleukin-13 signaling
R-MMU-6783589	Interleukin-6 family signaling
R-MMU-1059683	Interleukin-6 signaling
R-MMU-1266695	Interleukin-7 signaling
R-MMU-8985947	Interleukin-9 signaling
R-MMU-8963676	Intestinal absorption
R-MMU-8981373	Intestinal hexose absorption
R-MMU-8963678	Intestinal lipid absorption
R-MMU-6811442	Intra-Golgi and retrograde Golgi-to-ER traffic
R-MMU-6811438	Intra-Golgi traffic
R-MMU-434313	Intracellular metabolism of fatty acids regulates insulin secretion
R-MMU-8981607	Intracellular oxygen transport
R-MMU-9006925	Intracellular signaling by second messengers
R-MMU-5620924	Intraflagellar transport
R-MMU-109606	Intrinsic Pathway for Apoptosis
R-MMU-140837	Intrinsic Pathway of Fibrin Clot Formation
R-MMU-8941237	Invadopodia formation
R-MMU-1296065	Inwardly rectifying K+ channels
R-MMU-983712	Ion channel transport
R-MMU-5578775	Ion homeostasis
R-MMU-6803544	Ion influx/efflux at host-pathogen interface
R-MMU-936837	Ion transport by P-type ATPases
R-MMU-451306	Ionotropic activity of kainate receptors
R-MMU-917937	Iron uptake and transport
R-MMU-450321	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1
R-MMU-5689877	Josephin domain DUBs
R-MMU-450604	KSRP (KHSRP) binds and destabilizes mRNA
R-MMU-2022854	Keratan sulfate biosynthesis
R-MMU-2022857	Keratan sulfate degradation
R-MMU-1638074	Keratan sulfate/keratin metabolism
R-MMU-6805567	Keratinization
R-MMU-74182	Ketone body metabolism
R-MMU-983189	Kinesins
R-MMU-156827	L13a-mediated translational silencing of Ceruloplasmin expression
R-MMU-373760	L1CAM interactions
R-MMU-8964038	LDL clearance
R-MMU-8964041	LDL remodeling
R-MMU-5682910	LGI-ADAM interactions
R-MMU-3134973	LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production
R-MMU-5653890	Lactose synthesis
R-MMU-69186	Lagging Strand Synthesis
R-MMU-3000157	Laminin interactions
R-MMU-69109	Leading Strand Synthesis
R-MMU-166662	Lectin pathway of complement activation
R-MMU-391906	Leukotriene receptors
R-MMU-9037629	Lewis blood group biosynthesis
R-MMU-5632681	Ligand-receptor interactions
R-MMU-2046105	Linoleic acid (LA) metabolism
R-MMU-8964572	Lipid particle organization
R-MMU-446343	Localization of the PINCH-ILK-PARVIN complex to focal adhesions
R-MMU-9620244	Long-term potentiation
R-MMU-380259	Loss of Nlp from mitotic centrosomes
R-MMU-380284	Loss of proteins required for interphase microtubule organization from the centrosome
R-MMU-71064	Lysine catabolism
R-MMU-8853383	Lysosomal oligosaccharide catabolism
R-MMU-432720	Lysosome Vesicle Biogenesis
R-MMU-419408	Lysosphingolipid and LPA receptors
R-MMU-68886	M Phase
R-MMU-450294	MAP kinase activation
R-MMU-5674135	MAP2K and MAPK activation
R-MMU-5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation
R-MMU-5683057	MAPK family signaling cascades
R-MMU-450282	MAPK targets/ Nuclear events mediated by MAP kinases
R-MMU-112411	MAPK1 (ERK2) activation
R-MMU-5684996	MAPK1/MAPK3 signaling
R-MMU-110056	MAPK3 (ERK1) activation
R-MMU-5687128	MAPK6/MAPK4 signaling
R-MMU-2465910	MASTL Facilitates Mitotic Progression
R-MMU-6806942	MET Receptor Activation
R-MMU-8851907	MET activates PI3K/AKT signaling
R-MMU-8874081	MET activates PTK2 signaling
R-MMU-8865999	MET activates PTPN11
R-MMU-8875555	MET activates RAP1 and RAC1
R-MMU-8851805	MET activates RAS signaling
R-MMU-8875791	MET activates STAT3
R-MMU-8875513	MET interacts with TNS proteins
R-MMU-8875878	MET promotes cell motility
R-MMU-8875656	MET receptor recycling
R-MMU-2132295	MHC class II antigen presentation
R-MMU-1632852	Macroautophagy
R-MMU-6791226	Major pathway of rRNA processing in the nucleolus and cytosol
R-MMU-5662702	Melanin biosynthesis
R-MMU-199991	Membrane Trafficking
R-MMU-1430728	Metabolism
R-MMU-2022377	Metabolism of Angiotensinogen to Angiotensins
R-MMU-8953854	Metabolism of RNA
R-MMU-209776	Metabolism of amine-derived hormones
R-MMU-71291	Metabolism of amino acids and derivatives
R-MMU-71387	Metabolism of carbohydrates
R-MMU-8978934	Metabolism of cofactors
R-MMU-6806667	Metabolism of fat-soluble vitamins
R-MMU-196757	Metabolism of folate and pterines
R-MMU-5263617	Metabolism of ingested MeSeO2H into MeSeH
R-MMU-2408508	Metabolism of ingested SeMet, Sec, MeSec into H2Se
R-MMU-556833	Metabolism of lipids
R-MMU-202131	Metabolism of nitric oxide: eNOS activation and regulation
R-MMU-194441	Metabolism of non-coding RNA
R-MMU-15869	Metabolism of nucleotides
R-MMU-351202	Metabolism of polyamines
R-MMU-189445	Metabolism of porphyrins
R-MMU-392499	Metabolism of proteins
R-MMU-380612	Metabolism of serotonin
R-MMU-196071	Metabolism of steroid hormones
R-MMU-8957322	Metabolism of steroids
R-MMU-6806664	Metabolism of vitamin K
R-MMU-196854	Metabolism of vitamins and cofactors
R-MMU-196849	Metabolism of water-soluble vitamins and cofactors
R-MMU-425410	Metal ion SLC transporters
R-MMU-6799990	Metal sequestration by antimicrobial proteins
R-MMU-5689901	Metalloprotease DUBs
R-MMU-5661231	Metallothioneins bind metals
R-MMU-1237112	Methionine salvage pathway
R-MMU-156581	Methylation
R-MMU-203927	MicroRNA (miRNA) biogenesis
R-MMU-190840	Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane
R-MMU-193993	Mineralocorticoid biosynthesis
R-MMU-211958	Miscellaneous substrates
R-MMU-5223345	Miscellaneous transport and binding events
R-MMU-5358508	Mismatch Repair
R-MMU-5358606	Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)
R-MMU-5358565	Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)
R-MMU-1369007	Mitochondrial ABC transporters
R-MMU-77289	Mitochondrial Fatty Acid Beta-Oxidation
R-MMU-166187	Mitochondrial Uncoupling Proteins
R-MMU-1592230	Mitochondrial biogenesis
R-MMU-8949215	Mitochondrial calcium ion transport
R-MMU-1362409	Mitochondrial iron-sulfur cluster biogenesis
R-MMU-1268020	Mitochondrial protein import
R-MMU-379726	Mitochondrial tRNA aminoacylation
R-MMU-163282	Mitochondrial transcription initiation
R-MMU-163316	Mitochondrial transcription termination
R-MMU-5368287	Mitochondrial translation
R-MMU-5389840	Mitochondrial translation elongation
R-MMU-5419276	Mitochondrial translation termination
R-MMU-5205647	Mitophagy
R-MMU-68882	Mitotic Anaphase
R-MMU-453279	Mitotic G1 phase and G1/S transition
R-MMU-453274	Mitotic G2-G2/M phases
R-MMU-2555396	Mitotic Metaphase and Anaphase
R-MMU-68881	Mitotic Metaphase/Anaphase Transition
R-MMU-68877	Mitotic Prometaphase
R-MMU-68875	Mitotic Prophase
R-MMU-69618	Mitotic Spindle Checkpoint
R-MMU-68884	Mitotic Telophase/Cytokinesis
R-MMU-2129379	Molecules associated with elastic fibres
R-MMU-947581	Molybdenum cofactor biosynthesis
R-MMU-427601	Multifunctional anion exchangers
R-MMU-390648	Muscarinic acetylcholine receptors
R-MMU-397014	Muscle contraction
R-MMU-975871	MyD88 cascade initiated on plasma membrane
R-MMU-975155	MyD88 dependent cascade initiated on endosome
R-MMU-166166	MyD88-independent TLR4 cascade 
R-MMU-166058	MyD88:MAL(TIRAP) cascade initiated on plasma membrane
R-MMU-525793	Myogenesis
R-MMU-975577	N-Glycan antennae elongation
R-MMU-975576	N-glycan antennae elongation in the medial/trans-Golgi
R-MMU-964739	N-glycan trimming and elongation in the cis-Golgi
R-MMU-532668	N-glycan trimming in the ER and Calnexin/Calreticulin cycle
R-MMU-205025	NADE modulates death signalling
R-MMU-389542	NADPH regeneration
R-MMU-375165	NCAM signaling for neurite out-growth
R-MMU-419037	NCAM1 interactions
R-MMU-209560	NF-kB is activated and signals survival
R-MMU-205017	NFG and proNGF binds to p75NTR
R-MMU-167060	NGF processing
R-MMU-5676590	NIK-->noncanonical NF-kB signaling
R-MMU-168638	NOD1/2 Signaling Pathway
R-MMU-203754	NOSIP mediated eNOS trafficking
R-MMU-203641	NOSTRIN mediated eNOS trafficking
R-MMU-2122947	NOTCH1 Intracellular Domain Regulates Transcription
R-MMU-9013507	NOTCH3 Activation and Transmission of Signal to the Nucleus
R-MMU-9013700	NOTCH4 Activation and Transmission of Signal to the Nucleus
R-MMU-9623433	NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis
R-MMU-9024446	NR1H2 and NR1H3-mediated signaling
R-MMU-9029569	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux
R-MMU-193648	NRAGE signals death through JNK
R-MMU-205043	NRIF signals cell death from the nucleus
R-MMU-9034013	NTF3 activates NTRK3 signaling
R-MMU-9032759	NTRK2 activates RAC1
R-MMU-442660	Na+/Cl- dependent neurotransmitter transporters
R-MMU-420597	Nectin/Necl  trans heterodimerization
R-MMU-8951664	Neddylation
R-MMU-5250941	Negative epigenetic regulation of rRNA expression
R-MMU-5674499	Negative feedback regulation of MAPK pathway
R-MMU-5654726	Negative regulation of FGFR1 signaling
R-MMU-5654727	Negative regulation of FGFR2 signaling
R-MMU-5654732	Negative regulation of FGFR3 signaling
R-MMU-5654733	Negative regulation of FGFR4 signaling
R-MMU-5675221	Negative regulation of MAPK pathway
R-MMU-6807004	Negative regulation of MET activity
R-MMU-9604323	Negative regulation of NOTCH4 signaling
R-MMU-3772470	Negative regulation of TCF-dependent signaling by WNT ligand antagonists
R-MMU-8866904	Negative regulation of activity of TFAP2 (AP-2) family transcription factors
R-MMU-199418	Negative regulation of the PI3K/AKT network
R-MMU-936440	Negative regulators of DDX58/IFIH1 signaling
R-MMU-373753	Nephrin family interactions
R-MMU-373752	Netrin-1 signaling
R-MMU-6794361	Neurexins and neuroligins
R-MMU-447043	Neurofascin interactions
R-MMU-112316	Neuronal System
R-MMU-194306	Neurophilin interactions with VEGF and VEGFR
R-MMU-112311	Neurotransmitter clearance
R-MMU-112314	Neurotransmitter receptors and postsynaptic signal transmission
R-MMU-112310	Neurotransmitter release cycle
R-MMU-112313	Neurotransmitter uptake and metabolism In glial cells
R-MMU-6798695	Neutrophil degranulation
R-MMU-197264	Nicotinamide salvaging
R-MMU-196807	Nicotinate metabolism
R-MMU-392154	Nitric oxide stimulates guanylate cyclase
R-MMU-427413	NoRC negatively regulates rRNA expression
R-MMU-3000171	Non-integrin membrane-ECM interactions
R-MMU-9017802	Noncanonical activation of NOTCH3
R-MMU-5693571	Nonhomologous End-Joining (NHEJ)
R-MMU-975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)
R-MMU-975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)
R-MMU-927802	Nonsense-Mediated Decay (NMD)
R-MMU-181430	Norepinephrine Neurotransmitter Release Cycle
R-MMU-350054	Notch-HLH transcription pathway
R-MMU-2980766	Nuclear Envelope Breakdown
R-MMU-2995410	Nuclear Envelope Reassembly
R-MMU-198725	Nuclear Events (kinase and transcription factor activation)
R-MMU-3301854	Nuclear Pore Complex (NPC) Disassembly
R-MMU-383280	Nuclear Receptor transcription pathway
R-MMU-1251985	Nuclear signaling by ERBB4
R-MMU-8956320	Nucleobase biosynthesis
R-MMU-8956319	Nucleobase catabolism
R-MMU-774815	Nucleosome assembly
R-MMU-5696398	Nucleotide Excision Repair
R-MMU-8956321	Nucleotide salvage
R-MMU-168643	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways
R-MMU-418038	Nucleotide-like (purinergic) receptors
R-MMU-5173214	O-glycosylation of TSR domain-containing proteins
R-MMU-5173105	O-linked glycosylation
R-MMU-913709	O-linked glycosylation of mucins
R-MMU-1480926	O2/CO2 exchange in erythrocytes
R-MMU-8983711	OAS antiviral response
R-MMU-381753	Olfactory Signaling Pathway
R-MMU-190704	Oligomerization of connexins into connexons
R-MMU-2559585	Oncogene Induced Senescence
R-MMU-111885	Opioid Signalling
R-MMU-419771	Opsins
R-MMU-68949	Orc1 removal from chromatin
R-MMU-389397	Orexin and neuropeptides FF and QRFP bind to their respective receptors
R-MMU-1852241	Organelle biogenesis and maintenance
R-MMU-561048	Organic anion transport
R-MMU-428643	Organic anion transporters
R-MMU-549127	Organic cation transport
R-MMU-549132	Organic cation/anion/zwitterion transport
R-MMU-449836	Other interleukin signaling
R-MMU-416700	Other semaphorin interactions
R-MMU-5689896	Ovarian tumor domain proteases
R-MMU-2559580	Oxidative Stress Induced Senescence
R-MMU-1234176	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha
R-MMU-417957	P2Y receptors
R-MMU-141334	PAOs oxidise polyamines to amines
R-MMU-5651801	PCNA-Dependent Long Patch Base Excision Repair
R-MMU-4086400	PCP/CE pathway
R-MMU-389948	PD-1 signaling
R-MMU-165160	PDE3B signalling
R-MMU-210990	PECAM1 interactions
R-MMU-381042	PERK regulates gene expression
R-MMU-1483255	PI Metabolism
R-MMU-1483196	PI and PC transport between ER and Golgi membranes
R-MMU-5654689	PI-3K cascade:FGFR1
R-MMU-5654695	PI-3K cascade:FGFR2
R-MMU-5654710	PI-3K cascade:FGFR3
R-MMU-5654720	PI-3K cascade:FGFR4
R-MMU-109704	PI3K Cascade
R-MMU-1963642	PI3K events in ERBB2 signaling
R-MMU-1250342	PI3K events in ERBB4 signaling
R-MMU-198203	PI3K/AKT activation
R-MMU-6811555	PI5P Regulates TP53 Acetylation
R-MMU-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling
R-MMU-1257604	PIP3 activates AKT signaling
R-MMU-163615	PKA activation
R-MMU-164378	PKA activation in glucagon signalling
R-MMU-111931	PKA-mediated phosphorylation of CREB
R-MMU-163358	PKA-mediated phosphorylation of key metabolic factors
R-MMU-109703	PKB-mediated events
R-MMU-3214841	PKMTs methylate histone lysines
R-MMU-112043	PLC beta mediated events
R-MMU-110362	POLB-Dependent Long Patch Base Excision Repair
R-MMU-212300	PRC2 methylates histones and DNA
R-MMU-6807070	PTEN Regulation
R-MMU-8849474	PTK6 Activates STAT3
R-MMU-8849472	PTK6 Down-Regulation
R-MMU-8849470	PTK6 Regulates Cell Cycle
R-MMU-8849468	PTK6 Regulates Proteins Involved in RNA Processing
R-MMU-8849471	PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases
R-MMU-8849469	PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1
R-MMU-8857538	PTK6 promotes HIF1A stabilization
R-MMU-171306	Packaging Of Telomere Ends
R-MMU-432047	Passive transport by Aquaporins
R-MMU-71336	Pentose phosphate pathway
R-MMU-156902	Peptide chain elongation
R-MMU-209952	Peptide hormone biosynthesis
R-MMU-2980736	Peptide hormone metabolism
R-MMU-375276	Peptide ligand-binding receptors
R-MMU-390918	Peroxisomal lipid metabolism
R-MMU-9033241	Peroxisomal protein import
R-MMU-5576892	Phase 0 - rapid depolarisation
R-MMU-5576894	Phase 1 - inactivation of fast Na+ channels
R-MMU-5576893	Phase 2 - plateau phase
R-MMU-5576890	Phase 3 - rapid repolarisation
R-MMU-5576886	Phase 4 - resting membrane potential
R-MMU-211945	Phase I - Functionalization of compounds
R-MMU-156580	Phase II - Conjugation of compounds
R-MMU-8963691	Phenylalanine and tyrosine metabolism
R-MMU-8964208	Phenylalanine metabolism
R-MMU-8850843	Phosphate bond hydrolysis by NTPDase proteins
R-MMU-2393930	Phosphate bond hydrolysis by NUDT proteins
R-MMU-5654219	Phospholipase C-mediated cascade: FGFR1
R-MMU-5654221	Phospholipase C-mediated cascade; FGFR2
R-MMU-5654227	Phospholipase C-mediated cascade; FGFR3
R-MMU-5654228	Phospholipase C-mediated cascade; FGFR4
R-MMU-1483257	Phospholipid metabolism
R-MMU-202427	Phosphorylation of CD3 and TCR zeta chains
R-MMU-176417	Phosphorylation of Emi1
R-MMU-69200	Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes
R-MMU-176412	Phosphorylation of the APC/C
R-MMU-5578768	Physiological factors
R-MMU-5205685	Pink/Parkin Mediated Mitophagy
R-MMU-8963898	Plasma lipoprotein assembly
R-MMU-174824	Plasma lipoprotein assembly, remodeling, and clearance
R-MMU-8964043	Plasma lipoprotein clearance
R-MMU-8963899	Plasma lipoprotein remodeling
R-MMU-75896	Plasmalogen biosynthesis
R-MMU-75892	Platelet Adhesion to exposed collagen
R-MMU-76009	Platelet Aggregation (Plug Formation)
R-MMU-76002	Platelet activation, signaling and aggregation
R-MMU-418360	Platelet calcium homeostasis
R-MMU-114608	Platelet degranulation 
R-MMU-418346	Platelet homeostasis
R-MMU-432142	Platelet sensitization by LDL
R-MMU-156711	Polo-like kinase mediated events
R-MMU-69091	Polymerase switching
R-MMU-174411	Polymerase switching on the C-strand of the telomere
R-MMU-5250913	Positive epigenetic regulation of rRNA expression
R-MMU-438064	Post NMDA receptor activation events
R-MMU-426496	Post-transcriptional silencing by small RNAs
R-MMU-163125	Post-translational modification: synthesis of GPI-anchored proteins
R-MMU-597592	Post-translational protein modification
R-MMU-8957275	Post-translational protein phosphorylation
R-MMU-622327	Postsynaptic nicotinic acetylcholine receptors
R-MMU-1296071	Potassium Channels
R-MMU-1296067	Potassium transport channels
R-MMU-1912422	Pre-NOTCH Expression and Processing
R-MMU-1912420	Pre-NOTCH Processing in Golgi
R-MMU-1912408	Pre-NOTCH Transcription and Translation
R-MMU-196108	Pregnenolone biosynthesis
R-MMU-112308	Presynaptic depolarization and calcium channel opening
R-MMU-500657	Presynaptic function of Kainate receptors
R-MMU-622323	Presynaptic nicotinic acetylcholine receptors
R-MMU-5693616	Presynaptic phase of homologous DNA pairing and strand exchange
R-MMU-3215018	Processing and activation of SUMO
R-MMU-72203	Processing of Capped Intron-Containing Pre-mRNA
R-MMU-75067	Processing of Capped Intronless Pre-mRNA
R-MMU-5693607	Processing of DNA double-strand break ends
R-MMU-77595	Processing of Intronless Pre-mRNAs
R-MMU-8949664	Processing of SMDT1
R-MMU-174414	Processive synthesis on the C-strand of the telomere
R-MMU-69183	Processive synthesis on the lagging strand
R-MMU-5357801	Programmed Cell Death
R-MMU-964827	Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2
R-MMU-1170546	Prolactin receptor signaling
R-MMU-70688	Proline catabolism
R-MMU-169893	Prolonged ERK activation events
R-MMU-71032	Propionyl-CoA catabolism
R-MMU-392851	Prostacyclin signalling through prostacyclin receptor
R-MMU-391908	Prostanoid ligand receptors
R-MMU-391251	Protein folding
R-MMU-9609507	Protein localization
R-MMU-8876725	Protein methylation
R-MMU-5676934	Protein repair
R-MMU-8852135	Protein ubiquitination
R-MMU-6794362	Protein-protein interactions at synapses
R-MMU-433692	Proton-coupled monocarboxylate transport
R-MMU-428559	Proton-coupled neutral amino acid transporters
R-MMU-427975	Proton/oligopeptide cotransporters
R-MMU-74259	Purine catabolism
R-MMU-73817	Purine ribonucleoside monophosphate biosynthesis
R-MMU-74217	Purine salvage
R-MMU-500753	Pyrimidine biosynthesis
R-MMU-73621	Pyrimidine catabolism
R-MMU-73614	Pyrimidine salvage
R-MMU-71737	Pyrophosphate hydrolysis
R-MMU-70268	Pyruvate metabolism
R-MMU-71406	Pyruvate metabolism and Citric Acid (TCA) cycle
R-MMU-5365859	RA biosynthesis pathway
R-MMU-8876198	RAB GEFs exchange GTP for GDP on RABs
R-MMU-8873719	RAB geranylgeranylation
R-MMU-5673000	RAF activation
R-MMU-112409	RAF-independent MAPK1/3 activation
