KEGG	OTHERID	OTHERTYPE
C06136	HMDB0004905	HMDB
C06136	Ganglioside GA1 (d18:1/22:0)	NAME
C06136	22833629	PUBCHEM_CID
C06136	7161	METLIN
C06136	CCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1C([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)NC(=O)C)O)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C06136	HMDB0004906	HMDB
C06136	Ganglioside GA1 (d18:1/24:1(15Z))	NAME
C06136	22833630	PUBCHEM_CID
C06136	7162	METLIN
C06136	CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO[C@H]1C([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)NC(=O)C)O)O)O)O)NC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)O	SMILES
C06136	HMDB0004907	HMDB
C06136	Ganglioside GA1 (d18:1/26:1(17Z))	NAME
C06136	22833631	PUBCHEM_CID
C06136	7163	METLIN
C06136	CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO[C@H]1C([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)NC(=O)C)O)O)O)O)NC(=O)CCCCCCCCCCCCCCC/C=C\CCCCCCCC)O	SMILES
C06136	HMDB0004908	HMDB
C06136	Ganglioside GA1 (d18:1/26:0)	NAME
C06136	22833632	PUBCHEM_CID
C06136	7164	METLIN
C06136	CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1C([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)NC(=O)C)O)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C06136	HMDB0004909	HMDB
C06136	Ganglioside GA1 (d18:1/24:0)	NAME
C06136	22833633	PUBCHEM_CID
C06136	7165	METLIN
C06136	CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1C([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)NC(=O)C)O)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C06136	HMDB0004910	HMDB
C06136	Ganglioside GA1 (d18:1/25:0)	NAME
C06136	22833634	PUBCHEM_CID
C06136	7166	METLIN
C06136	CCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1C([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)NC(=O)C)O)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C06133	HMDB0004911	HMDB
C06133	Ganglioside GD3 (d18:1/12:0)	NAME
C06133	20057321	PUBCHEM_CID
C06133	7167	METLIN
C06133	CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO[C@H]1C([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O[C@@]3(C[C@@H]([C@H](C(O3)[C@@H]([C@@H](CO)O[C@@]4(C[C@@H]([C@H](C(O4)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)NC(=O)C)O)C(=O)O)O)O)O)NC(=O)CCCCCCCCCCC)O	SMILES
C06133	HMDB0004912	HMDB
C06133	Ganglioside GD3 (d18:1/9Z-18:1)	NAME
C06133	20057322	PUBCHEM_CID
C06133	7168	METLIN
C06133	CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O[C@@]3(C[C@@H]([C@H](C(O3)[C@@H]([C@@H](CO)O[C@@]4(C[C@@H]([C@H](C(O4)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)NC(=O)C)O)C(=O)O)O)O)O)NC(=O)CCCCCCC/C=C\CCCCCCCC)O	SMILES
C06133	HMDB0004913	HMDB
C06133	Ganglioside GD3 (d18:1/16:0)	NAME
C06133	20057323	PUBCHEM_CID
C06133	7169	METLIN
C06133	CCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1C([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O[C@@]3(C[C@@H]([C@H](C(O3)[C@@H]([C@@H](CO)O[C@@]4(C[C@@H]([C@H](C(O4)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)NC(=O)C)O)C(=O)O)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C06133	HMDB0004914	HMDB
C06133	Ganglioside GD3 (d18:1/18:0)	NAME
C06133	20057324	PUBCHEM_CID
C06133	7170	METLIN
C06133	CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1C([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O[C@@]3(C[C@@H]([C@H](C(O3)[C@@H]([C@@H](CO)O[C@@]4(C[C@@H]([C@H](C(O4)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)NC(=O)C)O)C(=O)O)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C06133	HMDB0004915	HMDB
C06133	Ganglioside GD3 (d18:1/20:0)	NAME
C06133	20057325	PUBCHEM_CID
C06133	7171	METLIN
C06133	CCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1C([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O[C@@]3(C[C@@H]([C@H](C(O3)[C@@H]([C@@H](CO)O[C@@]4(C[C@@H]([C@H](C(O4)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)NC(=O)C)O)C(=O)O)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C06133	HMDB0004916	HMDB
C06133	Ganglioside GD3 (d18:1/22:0)	NAME
C06133	20057326	PUBCHEM_CID
C06133	CCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1C([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O[C@@]3(C[C@@H]([C@H](C(O3)[C@@H]([C@@H](CO)O[C@@]4(C[C@@H]([C@H](C(O4)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)NC(=O)C)O)C(=O)O)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C06133	HMDB0004917	HMDB
C06133	Ganglioside GD3 (d18:1/24:1(15Z))	NAME
C06133	20057327	PUBCHEM_CID
C06133	CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO[C@H]1C([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O[C@@]3(C[C@@H]([C@H](C(O3)[C@@H]([C@@H](CO)O[C@@]4(C[C@@H]([C@H](C(O4)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)NC(=O)C)O)C(=O)O)O)O)O)NC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)O	SMILES
C06133	HMDB0004918	HMDB
C06133	Ganglioside GD3 (d18:1/26:1(17Z))	NAME
C06133	20057328	PUBCHEM_CID
C06133	CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO[C@H]1C([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O[C@@]3(C[C@@H]([C@H](C(O3)[C@@H]([C@@H](CO)O[C@@]4(C[C@@H]([C@H](C(O4)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)NC(=O)C)O)C(=O)O)O)O)O)NC(=O)CCCCCCCCCCCCCCC/C=C\CCCCCCCC)O	SMILES
C06133	HMDB0004919	HMDB
C06133	Ganglioside GD3 (d18:1/26:0)	NAME
C06133	20057329	PUBCHEM_CID
C06133	CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1C([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O[C@@]3(C[C@@H]([C@H](C(O3)[C@@H]([C@@H](CO)O[C@@]4(C[C@@H]([C@H](C(O4)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)NC(=O)C)O)C(=O)O)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C06133	HMDB0004920	HMDB
C06133	Ganglioside GD3 (d18:1/24:0)	NAME
C06133	20057330	PUBCHEM_CID
C06133	CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1C([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O[C@@]3(C[C@@H]([C@H](C(O3)[C@@H]([C@@H](CO)O[C@@]4(C[C@@H]([C@H](C(O4)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)NC(=O)C)O)C(=O)O)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C06133	HMDB0004921	HMDB
C06133	Ganglioside GD3 (d18:1/25:0)	NAME
C06133	20057331	PUBCHEM_CID
C06133	CCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1C([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O[C@@]3(C[C@@H]([C@H](C(O3)[C@@H]([C@@H](CO)O[C@@]4(C[C@@H]([C@H](C(O4)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)NC(=O)C)O)C(=O)O)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C04884	HMDB0004936	HMDB
C04884	Ganglioside GM2 (d18:1/12:0)	NAME
C04884	20057332	PUBCHEM_CID
C04884	7189	METLIN
C04884	CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)NC(=O)C)O[C@@]4(C[C@@H]([C@H](C(O4)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)O)O)NC(=O)CCCCCCCCCCC)O	SMILES
C04884	HMDB0004937	HMDB
C04884	Ganglioside GM2 (d18:1/9Z-18:1)	NAME
C04884	20057333	PUBCHEM_CID
C04884	7190	METLIN
C04884	CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)NC(=O)C)O[C@]4(CC([C@@H]([C@H](O4)O)NC(=O)C)[C@@H]([C@@H](CO)O)O)C(=O)O)O)O)O)NC(=O)CCCCCCC/C=C\CCCCCCCC)O	SMILES
C04884	HMDB0004938	HMDB
C04884	Ganglioside GM2 (d18:1/16:0)	NAME
C04884	20057334	PUBCHEM_CID
C04884	7191	METLIN
C04884	CCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)NC(=O)C)O[C@@]4(C[C@@H]([C@H](C(O4)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C04884	HMDB0004939	HMDB
C04884	Ganglioside GM2 (d18:1/18:0)	NAME
C04884	20057335	PUBCHEM_CID
C04884	7192	METLIN
C04884	CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)NC(=O)C)O[C@@]4(C[C@@H]([C@H](C(O4)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C01808	HMDB0004940	HMDB
C01808	Ganglioside GM2 (d18:1/20:0)	NAME
C01808	20057336	PUBCHEM_CID
C01808	7193	METLIN
C01808	CCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)NC(=O)C)O[C@@]4(C[C@@H]([C@H](C(O4)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C04884	HMDB0004941	HMDB
C04884	Ganglioside GM2 (d18:1/22:0)	NAME
C04884	20057337	PUBCHEM_CID
C04884	7194	METLIN
C04884	CCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)NC(=O)C)O[C@@]4(C[C@@H]([C@H](C(O4)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C04884	HMDB0004942	HMDB
C04884	Ganglioside GM2 (d18:1/24:1(15Z))	NAME
C04884	20057338	PUBCHEM_CID
C04884	CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)NC(=O)C)O[C@@]4(C[C@@H]([C@H](C(O4)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)O)O)NC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)O	SMILES
C04884	HMDB0004943	HMDB
C04884	Ganglioside GM2 (d18:1/26:1(17Z))	NAME
C04884	20057339	PUBCHEM_CID
C04884	CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)NC(=O)C)O[C@@]4(C[C@@H]([C@H](C(O4)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)O)O)NC(=O)CCCCCCCCCCCCCCC/C=C\CCCCCCCC)O	SMILES
C04884	HMDB0004944	HMDB
C04884	Ganglioside GM2 (d18:1/26:0)	NAME
C04884	20057340	PUBCHEM_CID
C04884	CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)NC(=O)C)O[C@@]4(C[C@@H]([C@H](C(O4)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C04884	HMDB0004945	HMDB
C04884	Ganglioside GM2 (d18:1/24:0)	NAME
C04884	20057341	PUBCHEM_CID
C04884	CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)NC(=O)C)O[C@@]4(C[C@@H]([C@H](C(O4)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C04884	HMDB0004946	HMDB
C04884	Ganglioside GM2 (d18:1/25:0)	NAME
C04884	20057342	PUBCHEM_CID
C04884	CCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)NC(=O)C)O[C@@]4(C[C@@H]([C@H](C(O4)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C00195	HMDB0004947	HMDB
C00195	Ceramide (d18:1/12:0)	NAME
C00195	5283562	PUBCHEM_CID
C00195	7200	METLIN
C00195	CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO)NC(=O)CCCCCCCCCCC)O	SMILES
C00195	HMDB0004948	HMDB
C00195	Ceramide (d18:1/9Z-18:1)	NAME
C00195	5283563	PUBCHEM_CID
C00195	7201	METLIN
C00195	CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO)NC(=O)CCCCCCC/C=C\CCCCCCCC)O	SMILES
C00195	HMDB0004949	HMDB
C00195	Ceramide (d18:1/16:0)	NAME
C00195	5283564	PUBCHEM_CID
C00195	72959	CHEBI
C00195	7202	METLIN
C00195	CCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C00195	HMDB0004950	HMDB
C00195	Ceramide (d18:1/18:0)	NAME
C00195	5283565	PUBCHEM_CID
C00195	7203	METLIN
C00195	CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C00195	HMDB0004951	HMDB
C00195	Ceramide (d18:1/20:0)	NAME
C00195	5283566	PUBCHEM_CID
C00195	7204	METLIN
C00195	CCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C00195	HMDB0004952	HMDB
C00195	Ceramide (d18:1/22:0)	NAME
C00195	5283567	PUBCHEM_CID
C00195	7205	METLIN
C00195	CCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C00195	HMDB0004953	HMDB
C00195	Cer(d18:1/24:1(15Z))	NAME
C00195	5283568	PUBCHEM_CID
C00195	7206	METLIN
C00195	CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO)NC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)O	SMILES
C00195	HMDB0004955	HMDB
C00195	Cer(d18:1/26:0)	NAME
C00195	5283570	PUBCHEM_CID
C00195	7208	METLIN
C00195	CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C00195	HMDB0004956	HMDB
C00195	Ceramide (d18:1/24:0)	NAME
C00195	5283571	PUBCHEM_CID
C00195	7209	METLIN
C00195	CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C00195	HMDB0004957	HMDB
C00195	Ceramide (d18:1/25:0)	NAME
C00195	9547202	PUBCHEM_CID
C00195	7210	METLIN
C00195	CCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C03272	HMDB0004958	HMDB
C03272	Tetrahexosylceramide (d18:1/12:0)	NAME
C03272	20057343	PUBCHEM_CID
C03272	7211	METLIN
C03272	CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO[C@H]1C([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)NC(=O)C)O)O)O)O)O)NC(=O)CCCCCCCCCCC)O	SMILES
C03272	HMDB0004959	HMDB
C03272	Tetrahexosylceramide (d18:1/9Z-18:1)	NAME
C03272	20057344	PUBCHEM_CID
C03272	7212	METLIN
C03272	CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)NC(=O)C)O)O)O)O)O)NC(=O)CCCCCCC/C=C\CCCCCCCC)O	SMILES
C03272	HMDB0004960	HMDB
C03272	Tetrahexosylceramide (d18:1/16:0)	NAME
C03272	20057345	PUBCHEM_CID
C03272	7213	METLIN
C03272	CCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1C([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)NC(=O)C)O)O)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C03272	HMDB0004961	HMDB
C03272	Tetrahexosylceramide (d18:1/18:0)	NAME
C03272	20057346	PUBCHEM_CID
C03272	7214	METLIN
C03272	CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1C([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)NC(=O)C)O)O)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C03272	HMDB0004962	HMDB
C03272	Tetrahexosylceramide (d18:1/20:0)	NAME
C03272	20057347	PUBCHEM_CID
C03272	7215	METLIN
C03272	CCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1C([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)NC(=O)C)O)O)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C03272	HMDB0004963	HMDB
C03272	Tetrahexosylceramide (d18:1/22:0)	NAME
C03272	20057348	PUBCHEM_CID
C03272	7216	METLIN
C03272	CCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1C([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)NC(=O)C)O)O)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C03272	HMDB0004964	HMDB
C03272	Tetrahexosylceramide (d18:1/24:1(15Z))	NAME
C03272	20057349	PUBCHEM_CID
C03272	7217	METLIN
C03272	CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO[C@H]1C([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)NC(=O)C)O)O)O)O)O)NC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)O	SMILES
C03272	HMDB0004965	HMDB
C03272	Tetrahexosylceramide (d18:1/26:1(17Z))	NAME
C03272	20057350	PUBCHEM_CID
C03272	7218	METLIN
C03272	CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO[C@H]1C([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)NC(=O)C)O)O)O)O)O)NC(=O)CCCCCCCCCCCCCCC/C=C\CCCCCCCC)O	SMILES
C03272	HMDB0004966	HMDB
C03272	Tetrahexosylceramide (d18:1/26:0)	NAME
C03272	20057351	PUBCHEM_CID
C03272	7219	METLIN
C03272	CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1C([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)NC(=O)C)O)O)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C03272	HMDB0004967	HMDB
C03272	Tetrahexosylceramide (d18:1/24:0)	NAME
C03272	20057352	PUBCHEM_CID
C03272	7220	METLIN
C03272	CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1C([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)NC(=O)C)O)O)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C03272	HMDB0004968	HMDB
C03272	Tetrahexosylceramide (d18:1/25:0)	NAME
C03272	20057353	PUBCHEM_CID
C03272	7221	METLIN
C03272	CCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1C([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)NC(=O)C)O)O)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C01190	HMDB0004969	HMDB
C01190	Glucosylceramide (d18:1/12:0)	NAME
C01190	20057354	PUBCHEM_CID
C01190	7222	METLIN
