KEGG	OTHERID	OTHERTYPE
C04873	1-Hexadecylthio-2-hexadecanoylamino-1,2-dideoxy-sn-glycero-3-phosphocholine	COMPOUND
C04874	7,8-Dihydroneopterin; Dihydroneopterin; 2-Amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine	COMPOUND
C04875	(+/-)-5-[(tert-Butylamino)-2'-hydroxypropoxy]-1,2,3,4-tetrahydro-1-naphthol; (+/-)-Dihydrobunolol	COMPOUND
C04876	N-Acetyl-D-glucosaminyl-N-acetylmuramoyl-L-Ala-D-glutamyl-6-carboxy-L-lysine	COMPOUND
C04877	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate; UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptanedioate; UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptanedioate; UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate; UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diamino-heptanedioate	COMPOUND
C04880	N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(R1)-beta-D-mannosyl-R2; 3-(2-[N-Acetyl-beta-D-glucosaminyl]-alpha-D-mannosyl)-beta-D-mannosyl-R	COMPOUND
C04881	N-Acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenol; N-Acetyl-beta-D-mannosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol	COMPOUND
C04882	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine; UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine; UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine	COMPOUND
C04883	(+/-)-5-[(tert-Butylamino)-2'-hydroxypropoxy]-3,4-dihydro-1(2H)-naphthalenone; (+/-)-Bunolol	COMPOUND
C04884	N-Acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide; GM2; Tay-Sachs ganglioside; N-Acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-1,4-beta-D-glucosyl-N-acylsphingosine; GalNAc-beta1->4(Neu5Ac-alpha2->3)Gal-beta1->4Glc-beta1->1'Cer	COMPOUND
C04885	alpha-N-Acetylneuraminyl-2,3-beta-D-galactosyl-1,3-N-acetyl-D-galactosaminyl-R; N-Acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-D-galactosaminyl-R; N-Acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-beta-D-galactosaminyl-R	COMPOUND
C04886	alpha-N-Acetylneuraminyl-2,6-beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosamine	COMPOUND
C04887	alpha-N-Acetylneuraminyl-2,8-alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-R	COMPOUND
C04890	N-Acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R; N-Acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-R	COMPOUND
C04891	N-Acetyl-beta-D-glucosaminyl-1,6-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R; N-Acetyl-beta-D-glucosaminyl-(1->6)-beta-D-galactosyl-(1->4)-N-acetyl-D-glucosaminyl-R	COMPOUND
C04894	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-N6-(L-alanyl)-L-lysyl-D-alanyl-D-alanine; UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-N6-(L-alanyl)-L-lysyl-D-alanyl-D-alanine	COMPOUND
C04895	7,8-Dihydroneopterin 3'-triphosphate; 2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate; 6-(L-erythro-1,2-Dihydroxypropyl 3-triphosphate)-7,8-dihydropterin; 6-[(1S,2R)-1,2-Dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin	COMPOUND
C04896	5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide; N-(5'-Phospho-D-ribosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide; N-(5'-Phosphoribosylformimino)-5-amino-1-(5''-phosphoribosyl)-4-imidazolecarboxamide; Phosphoribosyl-formimino-AICAR-phosphate; 1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide; 1-(5-Phospho-beta-D-ribosyl)-5-[(5-phospho-beta-D-ribosylamino)methylideneamino]imidazole-4-carboxamide	COMPOUND
C04898	Oligosaccharide with terminal 4-deoxy-6-methyl-alpha-D-galact-4-enuronosyl group	COMPOUND
C04899	(6S)-6beta-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide phosphate; (S)-NADPH-hydrate; (S)-NADPHX; (6S)-6beta-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide 2'-phosphate	COMPOUND
C04900	Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide]-4'-O-beta-D-glucuronide	COMPOUND
C04901	alpha-N-Acetylneuraminyl-2,3-beta-D-galactosyl-1,3-N-acetyl-alpha-D-galactosaminyl-R	COMPOUND
C04902	beta-D-Galactosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminyl-R; beta-D-Galactosyl-(1->3)-[N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosaminyl-R	COMPOUND
C04903	3-beta-D-Glucuronosyl-3-beta-D-galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein; beta-D-Glucuronyl-1,3-D-galactosylproteoglycan; [Protein]-3-O-(beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine	COMPOUND
C04904	N-Acetyl-D-glucosaminyl-N-acetylmuramoyl-L-Ala-D-glutamyl-6-carboxy-L-lysyl-D-alanine	COMPOUND
C04905	1-(4-Amino-2-methylpyrimid-5-ylmethyl)-3-(beta-hydroxyethyl)-2-methylpyridinium bromide; Pyrithiamine bromide; Pyrithiamine	COMPOUND
C04906	N-Acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2)-alpha-D-mannosyl-R; 2,6-Bis(N-acetyl-beta-D-glucosaminyl)-alpha-D-mannosyl-R	COMPOUND
C04907	alpha-N-Acetylneuraminyl-2,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-glycoprotein	COMPOUND
C04908	1-(4-Hydroxy-2-methylpyrimid-5-ylmethyl)-3-(beta-hydroxyethyl)-2-methylpyridinium bromide; Oxypyrithiamine bromide; Oxypyrithiamine	COMPOUND
C04909	alpha-D-Glucosyl-1,6-alpha-D-glucosyl-1,6-alpha-D-glucosyl-1,3-1-O-alkyl-2-O-acylglycerol	COMPOUND
C04910	1,3-beta-D-Galactosyl-N-acetyl-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-D-glucosylceramide; Ceramidetetrasaccharide; Ceramidetetrahexoside; Paragloboside; Lc4Cer	COMPOUND
C04911	D-Galactosyl-N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide; GM1; GM1a; D-Galactosyl-1,3-beta-N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosyl-N-acylsphingosine; Gal-beta1->3GalNAc-beta1->4(Neu5Ac-alpha2->3)Gal-beta1->4Glc-beta1->1'Cer	COMPOUND
C04913	N-Acetyl-beta-D-galactosaminyl-1,4-beta-D-glucuronyl-N-acetyl-1,3-beta-D-galactosaminylproteoglycan; [Protein]-3-O-(beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine	COMPOUND
C04914	alpha-D-Mannosyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3)-beta-D-mannosyl-R	COMPOUND
C04916	N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide; 5-[(5-Phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide; Phosphoribulosyl-formimino-AICAR-phosphate; 5-[(5-Phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide	COMPOUND
C04917	N-Acetyl-beta-D-glucosaminyl-(1->6)-[N-acetyl-beta-D-glucosaminyl-(1->3)]-N-acetyl-alpha-D-galactosaminyl-R; N-Acetyl-beta-D-glucosaminyl-(1->6)-[N-acetyl-beta-D-glucosaminyl-(1->3)]-N-acetyl-D-galactosaminyl-R; Core 4	COMPOUND
C04919	2,3,2'3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate; 2,3,2'3'-Tetrakis(beta-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate; Lipid A disaccharide bisphosphate; Lipid IV(A); Lipid IVA; 2-Deoxy-2-{[(3R)-3-hydroxytetradecanoyl]amino}-3-O-[(3R)-3-hydroxytetradecanoyl]-4-O-phospho-beta-D-glucopyranosyl-(1->6)-2-deoxy-3-O-[(3R)-3-hydroxytetradecanoyl]-2-{[(3R)-3-hydroxytetradecanoyl]amino}-1-O-phospho-alpha-D-glucopyranose	COMPOUND
C04920	6-Sulfo-alpha-D-glucosyl-1,6-alpha-D-glucosyl-1,6-alpha-D-glucosyl-1,3-1-O-alkyl-2-O-acylglycerol	COMPOUND
C04922	beta-D-Galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide; beta-D-Galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide; D-Galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide	COMPOUND
C04923	1,3-alpha-D-Mannosyl-(1,2-N-acetyl-alpha-D-glucosaminyl)-1,2-alpha-D-mannosyl-1,2-alpha-D-mannosyl-D-mannose	COMPOUND
C04924	N-Acetyl-D-galactosaminyl-1,4-beta-N-acetylneuraminyl-2,3-alpha-D-galactosyl-1,4-beta-D-glucosylceramide; GalNAc-beta1->4Neu5Ac-alpha2->3Gal-beta1->4Glc-beta1->1'Cer	COMPOUND
C04925	N-Acetyl-D-galactosaminyl-N-Acetyl-D-galactosaminyl-1,3-D-galactosyl-1,4-D-galactosyl-1,4-D-glucosylceramide; Forssman hapten; GalNAc-alpha1->3GalNAc-beta1->3Gal-alpha1->4Gal-beta1->4Glc-beta1->1'Cer; GalNAc-alpha1->3GalNAc-beta1->3Gal-alpha1->4LacCer	COMPOUND
C04926	alpha-N-Acetylneuraminyl-2,3-beta-D-galactose-1,3-(alpha-N-acetylneuraminyl-2,6)-N-acetyl-D-galactosaminyl-R; N-Acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->3)-[N-acetyl-alpha-neuraminyl-(2->6)]-N-acetyl-D-galactosaminyl-R	COMPOUND
C04927	N-Acetylneuraminyl-D-galactosyl-N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide; GD1a; NeuAc-alpha2->3Gal-beta1->3GalNAc-beta1->4(NeuAc-alpha2->3)LacCer; NeuAc-alpha2->3Gal-beta1->3GalNAc-beta1->4(NeuAc-alpha2->3)Gal-beta1->4Glc-beta1->1'Cer	COMPOUND
C04930	N-Acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminyl-R	COMPOUND
C04931	Argatroban; (2R,4R)-4-Methyl-1[Nalpha-[(3-methyl-1,2,3,4-tetrahydro-8-quinolinyl)sulfonyl]-L-arginyl]-2-piperadinecarboxylic acid	COMPOUND
C04932	Lipid A disaccharide; Tetraacyldisaccharide 1-phosphate; [2-N,3-O-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl]-(1->6)-[2-N,3-O-bis(3-hydroxytetradecanoyl)-alpha-D-glucosaminyl phosphate]; 2,3-Bis[(3R)-3-hydroxytetradecanoyl]-beta-D-glucosaminyl-(1->6)-2,3-bis[(3R)-3-hydroxytetradecanoyl]-alpha-D-glucosaminyl 1-phosphate	COMPOUND
C04934	N-Acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2)-(N-acetyl-beta-D-glucosaminyl-1,4)-alpha-D-mannosyl-R; 2,4,6-Tris(N-acetyl-beta-D-glucosaminyl)-alpha-D-mannosyl-R	COMPOUND
C04936	alpha-N-Acetylneuraminyl-2,3-beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-D-glucosylceramide; Neu5Ac-alpha2->3Gal-beta1->4GlcNAc-beta1->3Gal-beta1->4Glc-beta1->1'Cer	COMPOUND
C04937	N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3)-beta-D-mannosyl-R	COMPOUND
C04938	N-Acetyl-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide	COMPOUND
C04939	N-Acetyl-D-glucosaminyl-1,6-beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide	COMPOUND
C04940	(N-Acetyl-beta-D-glucosaminyl-1,2)-alpha-D-mannosyl-1,3-(beta-N-acetyl-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-beta-D-mannosyl-R	COMPOUND
C04942	beta-D-Mannosyl-R	COMPOUND
C04943	N-Acetyl-beta-D-glucosaminyl-1,4-(N-acetyl-beta-D-glucosaminyl-1,2)-alpha-D-mannosyl-1,3-beta-D-mannosyl-R; 3-(2,4-Bis[N-acetyl-beta-D-glucosaminyl]-alpha-D-mannosyl)-beta-D-mannosyl-R	COMPOUND
C04944	6-(2-[N-Acetyl-beta-D-glucosaminyl]-alpha-D-mannosyl)-beta-D-mannosyl-R	COMPOUND
C05001	Fructose 1-phosphate(pyranose)	COMPOUND
C05003	D-Fructose; D-arabino-Hex-2-ulopyranose	COMPOUND
C05005	Glycolipid	COMPOUND
C05009	Heme-thiolate(P-450)	COMPOUND
C05010	Histidylleucine; N-L-Histidyl-L-leucin; His-Leu	COMPOUND
C05011	Hydroxytamoxifen; 4-Hydroxytamoxifen	COMPOUND
C05016	L-Glutamate methylester	COMPOUND
C05021	N-Acetyl-beta-D-galactosamine	COMPOUND
C05026	N3-Metyladenine	COMPOUND
C05028	Norethindrone; 19-Norethisterone; 19-Nor-17alpha-ethynyl-17beta-hydroxy-4-androsten-3-one	COMPOUND
C05031	O6-Methyl-2'-deoxyguanosine	COMPOUND
C05042	Glufosinate; Phosphinothricin; 2-Amino-4-(hydroxymethylphosphinyl)butanoic acid	COMPOUND
C05052	Ribulose	COMPOUND
C05057	cis-3-Enoyl-CoA	COMPOUND
C05058	m-Aminophenol; 3-Aminophenol; 3-Hydroxyaniline	COMPOUND
C05060	o-Benzosemiquinone; 2-Hydroxyphenoxy radical	COMPOUND
C05067	trans-3-Enoyl-CoA	COMPOUND
C05071	Chlorsulfuron	COMPOUND
C05073	Coumermycin A1; Coumermycin	COMPOUND
C05076	Imazaquin	COMPOUND
C05079	Nalidixic acid	COMPOUND
C05080	Novobiocin	COMPOUND
C05086	Cyclosporin A; Ciclosporin; Cyclosporine	COMPOUND
C05100	3-Ureidoisobutyrate	COMPOUND
C05102	alpha-Hydroxy fatty acid; 2-Hydroxy fatty acid	COMPOUND
C05103	4alpha-Methylzymosterol	COMPOUND
C05104	Delta7,24-Cholestadien-3beta-ol	COMPOUND
C05107	7-Dehydrodesmosterol; Cholesta-5,7,24-triene-3beta-ol	COMPOUND
C05108	14-Demethyllanosterol; 4,4-Dimethyl-5alpha-cholesta-8,24-dien-3beta-ol; 4,4-Dimethyl-8,24-cholestadienol	COMPOUND
C05109	24,25-Dihydrolanosterol	COMPOUND
C05110	4alpha-Methylcholesta-8-en-3beta-ol	COMPOUND
C05111	Methostenol; 4alpha-Methyl-5alpha-cholesta-7-en-3beta-ol	COMPOUND
C05113	Porphyrin	COMPOUND
C05114	Mucopolysaccharide	COMPOUND
C05116	3-Hydroxybutanoyl-CoA; 3-Hydroxybutyryl-CoA	COMPOUND
C05117	3-Aminobutanoyl-CoA; 3-Aminobutyryl-CoA	COMPOUND
C05118	S-(2-Methylbutanoyl)-dihydrolipoamide	COMPOUND
C05119	S-(3-Methylbutanoyl)-dihydrolipoamide	COMPOUND
C05122	Taurocholate; Taurocholic acid; Cholyltaurine	COMPOUND
C05123	2-Hydroxyethanesulfonate; 2-Hydroxyethanesulfonic acid; 2-Hydroxyethane-1-sulfonic acid; Isethionic acid; Isethionate	COMPOUND
C05125	2-(alpha-Hydroxyethyl)thiamine diphosphate; 2-Hydroxyethyl-ThPP	COMPOUND
C05126	Dimethyl citraconate; Citraconic acid dimethyl ester; 2-Butenedioic acid, 2-methyl-, dimethyl ester, (Z)-; Citraconate de dimethyle; Citraconic acid, dimethyl ester; Dimethyl methylmaleate; Methylmaleic acid, dimethyl ester	COMPOUND
C05127	N-Methylhistamine; 1-Methylhistamine; 1-Methyl-4-(2-aminoethyl)imidazole; Ntau-Methylhistamine	COMPOUND
C05130	Imidazole-4-acetaldehyde; Imidazole acetaldehyde	COMPOUND
C05131	(1-Ribosylimidazole)-4-acetate	COMPOUND
C05133	4-Imidazolone-5-acetate; Imidazolone acetate; (5-Hydroxyimidazole)-4-acetate; 5-Hydroxy-4-imidazoleacetate	COMPOUND
C05135	4-(beta-Acetylaminoethyl)imidazole; N-Acetylhistamine	COMPOUND
C05136	GDP-3,6-dideoxy-D-galactose	COMPOUND
C05138	17alpha-Hydroxypregnenolone	COMPOUND
C05139	16alpha-Hydroxydehydroepiandrosterone; 5-Androstene-3beta,16alpha-diol-17-one	COMPOUND
C05140	16alpha-Hydroxyandrost-4-ene-3,17-dione; 4-Androsten-16alpha-ol-3,17-dione	COMPOUND
C05141	Estriol; 1,3,5(10)-Estratriene-3,16-alpha,17beta-triol	COMPOUND
C05143	Dhurrin; (S)-4-Hydroxymandelonitrile beta-D-glucoside	COMPOUND
C05144	(beta-D-Mannuronate)n; Poly(beta-D-mannuronate); Polymannuronate; Mannuronan	COMPOUND
C05145	3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate	COMPOUND
C05146	Hydantoin; Glycolylurea	COMPOUND
C05147	trans-3-Hydroxy-L-proline; trans-L-3-Hydroxyproline	COMPOUND
C05148	Debromoaplysiatoxin	COMPOUND
C05149	Bryostatin 1	COMPOUND
C05150	Teleocidin B-1; (4S,7S,10S,13R)-13-Ethenyl-1,3,4,5,7,8,10,11,12,13-decahydro-4-(hydroxymethyl)-8,10,13-trimethyl-7,10-diisopropyl-6H-benzo[g][1,4]diazonino[7,6,5-cd]indol-6-one	COMPOUND
C05151	12-O-Tetradecanoylphorbol 13-acetate; TPA; Phorbol 12-myristate 13-acetate; 12-Tetradecanoylphorbol 13-acetate; PMA	COMPOUND
C05155	5-Amino-4-chloro-2-(5-hydroxymuconoyl)-3(2H)-pyridazinone; 5-Amino-4-chloro-2-(2-hydroxymuconoyl)-3(2H)-pyridazinone	COMPOUND
C05156	Aminoacyl-tRNA	COMPOUND
C05157	Peptidyl-aminoacyl-tRNA	COMPOUND
C05158	trans-beta-D-Glucosyl-2-hydroxycinnamate; beta-D-Glucosyl-2-coumarate	COMPOUND
C05159	6-(2,6-Bis[N-acetyl-beta-D-glucosaminyl]-alpha-D-mannosyl)-beta-D-mannosyl-R	COMPOUND
C05161	(2R,5S)-2,5-Diaminohexanoate	COMPOUND
C05163	O-Methyl-scyllo-inositol; 1-O-Methyl-scyllo-inositol	COMPOUND
C05165	2-Amino-5-oxocyclohex-1-enecarbonyl-CoA; 2-Amino-5-oxocyclohex-1-enecarboxyl-CoA	COMPOUND
C05167	alpha-Amino acid	COMPOUND
C05172	Selenophosphoric acid; Selenophosphate	COMPOUND
C05174	(S)-Cheilanthifoline; (6aS)-6,6a,11,14-Tetrahydro-8-methoxy-12H-benzo[a]-1,3-benzodioxolo[4,5-g]quinolizim-9-ol	COMPOUND
C05175	Stylopine; (S)-Stylopine; l-Tetrahydrocoptisine; 6,7,12b,13e-Tetrahydro-4H-bis[1,3]benzodioxolo[5,6-a:4',5'-g]quinolizine	COMPOUND
C05176	(S)-N-Methylcoclaurine; (S)-1,2,3,4-Tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-2-methyl-7-isoquinolinol	COMPOUND
C05177	Berbamunine; (1S)-1,2,3,4-Tetrahydro-1-[[4-[2-hydroxy-5-[[(1R)-1,2,3,4-tetrahydro-7-hydroxy-6-methoxy-2-methyl-1-isoquinolinyl]methyl]phenoxy]phenyl]methyl]-6-methoxy-2-methyl-7-isoquinolinol	COMPOUND
C05178	(R)-Reticuline; (1R)-1,2,3,4-Tetrahydro-1-[(3-hydroxy-4-methoxyphenyl)methyl]-6-methoxy-2-methyl-7-isoquinolinol	COMPOUND
C05179	Salutaridine; Sinoacutine; 5,6,8,14-Tetradehydro-4-hydroxy-3,6-dimethoxy-17-methyl-morphinan-7-one	COMPOUND
C05183	Ferrocytochrome b-561	COMPOUND
C05189	Protopine	COMPOUND
C05190	6-Hydroxyprotopine	COMPOUND
C05191	Dihydrosanguinarine; 13,14-Dihydro-13-methyl-[1,3]benzodioxolo[5,6-c]-1,3-dioxolo[4,5-i]phenanthridine	COMPOUND
C05193	12-Hydroxydihydrochelirubine; 12-Hydroxychelirubine	COMPOUND
C05194	Dihydrochelirubine; 13,14-Dihydro-5-methoxy-13-methyl-[1,3]benzodioxolo[5,6-c]-1,3-dioxolo[4,5-i]phenanthridine	COMPOUND
C05195	3-Hydroxybenzoyl-CoA	COMPOUND
C05196	Dihydroflavodoxin	COMPOUND
C05197	Protein glycine; [Enzyme]-glycine	COMPOUND
C05198	5'-Deoxyadenosine	COMPOUND
C05199	Flavodoxin semiquinone	COMPOUND
C05200	3-Hexaprenyl-4,5-dihydroxybenzoate	COMPOUND
C05201	(R,S)-Tetrahydrobenzylisoquinoline; (RS)-1-Benzyl-1,2,3,4-tetrahydroisoquinoline	COMPOUND
C05202	3'-Hydroxy-N-methyl-(S)-coclaurine; (S)-3'-Hydroxy-N-methylcoclaurine	COMPOUND
C05203	6-O-Methylnorlaudanosoline	COMPOUND
C05204	(S)-Tetrahydroprotoberberine; (S)-7,8,13,14-Tetrahydroprotoberberine	COMPOUND
C05205	[Cytochrome c] methionine; [Cytochrome c] L-methionine	COMPOUND
C05206	Histone L-arginine; Histone-arginine	COMPOUND
C05207	[Myeline basic protein] L-arginine; [Myelin basic protein]-arginine	COMPOUND
C05208	1-Alkyl-2-arachidonyl-sn-glycero-3-phosphocholine; 1-Organyl-2-arachidonyl-sn-glycero-3-phosphocholine	COMPOUND
C05209	1-Alkyl-2-lyso-sn-glycero-3-phosphoethanolamine; 1-Organyl-2-lyso-sn-glycero-3-phosphoethanolamine; 1-Radyl-2-lyso-sn-glycero-3-phosphoethanolamine	COMPOUND
C05210	1-Alkyl-2-arachidonyl-sn-glycero-3-phosphoethanolamine; 1-Organyl-2-arachidonyl-sn-glycero-3-phosphoethanolamine	COMPOUND
C05212	1-Radyl-2-acyl-sn-glycero-3-phosphocholine; 1-Organyl-2-acyl-sn-glycero-3-phosphocholine; 2-Acyl-1-alkyl-sn-glycero-3-phosphocholine	COMPOUND
C05217	1-Organyl-2-lyso-sn-glycero-3-phospholipid	COMPOUND
C05218	1-Radyl-2-acetyl-sn-glycero-3-phospholipid; 1-Alkyl-2-acetyl-sn-glycero-3-phospholipid; 1-Organyl-2-acetyl-sn-glycero-3-phospholipid	COMPOUND
C05220	Salutaridinol; 5,6,8,14-Tetradehydro-3,6-dimethoxy-17-methyl-morphinan-4,7-diol	COMPOUND
C05223	Dodecanoyl-[acyl-carrier protein]; Dodecanoyl-[acp]; Lauroyl-[acyl-carrier protein]	COMPOUND
C05226	N-Carbamoyl-D-amino acid	COMPOUND
C05227	UDP-sugar; UDP-monosaccharide	COMPOUND
C05229	Phaseollidin hydrate	COMPOUND
C05230	Phaseollidin; (-)-Phaseollidin	COMPOUND
C05231	L-3-Aminobutyryl-CoA; L-3-Aminobutanoyl-CoA	COMPOUND
C05232	(2S)-2-Methylacyl-CoA	COMPOUND
C05234	Detyrosinated alpha-tubulin	COMPOUND
C05235	Hydroxyacetone; Acetol; 1-Hydroxy-2-propanone; 2-Ketopropyl alcohol; Acetone alcohol; Pyruvinalcohol; Pyruvic alcohol; Methylketol	COMPOUND
C05239	5-Aminoimidazole; Aminoimidazole; 4-Aminoimidazole	COMPOUND
C05243	(R)-N-Methylcoclaurine; (R)-1,2,3,4-Tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-2-methyl-7-isoquinolinol	COMPOUND
C05247	10-Hydroxydihydrosanguinarine	COMPOUND
C05250	[Protein-PII]; Nitrogen regulatory protein P-II	COMPOUND
C05252	2-Amino-4-oxo-4-alpha-hydroxy-6-(erythro-1',2',3'-Tri-hydroxypropyl)-5,6,7,8-tetrahydroxypterin	COMPOUND
C05253	2-Amino-4-oxo-6-(1',2',3'-trihydroxypropyl)-diquinoid-7,8-dihydroxypterin	COMPOUND
C05258	(S)-3-Hydroxyhexadecanoyl-CoA	COMPOUND
C05259	3-Oxopalmitoyl-CoA; 3-Ketopalmitoyl-CoA; 3-Oxohexadecanoyl-CoA	COMPOUND
C05260	(S)-3-Hydroxytetradecanoyl-CoA	COMPOUND
C05261	3-Oxotetradecanoyl-CoA	COMPOUND
C05262	(S)-3-Hydroxydodecanoyl-CoA	COMPOUND
C05263	3-Oxododecanoyl-CoA	COMPOUND
C05264	(S)-Hydroxydecanoyl-CoA; (S)-3-Hydroxydecanoyl-CoA	COMPOUND
C05265	3-Oxodecanoyl-CoA	COMPOUND
C05266	(S)-3-Hydroxyoctanoyl-CoA; (S)-3-Hydroxycapryloyl-CoA; (S)-Hydroxyoctanoyl-CoA	COMPOUND
C05267	3-Oxooctanoyl-CoA	COMPOUND
C05268	(S)-Hydroxyhexanoyl-CoA; (S)-3-Hydroxyhexanoyl-CoA	COMPOUND
C05269	3-Oxohexanoyl-CoA; 3-Ketohexanoyl-CoA	COMPOUND
C05270	Hexanoyl-CoA	COMPOUND
C05271	trans-Hex-2-enoyl-CoA; (2E)-Hexenoyl-CoA	COMPOUND
C05272	trans-Hexadec-2-enoyl-CoA; trans-2-Hexadecenoyl-CoA; (2E)-Hexadecenoyl-CoA	COMPOUND
C05273	trans-Tetradec-2-enoyl-CoA; (2E)-Tetradecenoyl-CoA	COMPOUND
